Key,Value,Type
cfoAddress = _newCFO,2,Reentrancy
chi_amount,3,Reentrancy
chi_balance,4,Reentrancy
choice,3,Reentrancy
claim(),1,Reentrancy
codeLength,3,Reentrancy
codeLength > 0,3,Reentrancy
contr,6,Reentrancy
contractAddress,4,Reentrancy
contractBalance,3,Reentrancy
cooAddress = _newCOO,2,Reentrancy
coreContract = candidateContract,8,Reentrancy
"coreContract.transferFrom(_owner,this,_cutieId)",8,Reentrancy
corn,2,Reentrancy
cost1token,3,Reentrancy
counter = parseInt(result),1,Reentrancy
creator,6,Reentrancy
crowdSaleClosed,1,Reentrancy
crowdSalePause,1,Reentrancy
crowdSaleStart,3,Reentrancy
cup,3,Reentrancy
curator,1,Reentrancy
curator = newCurator,1,Reentrancy
currentOwner,3,Reentrancy
currentRound,2,Reentrancy
currentRound.distributeWinnings(),1,Reentrancy
currentTime() >= unlockDate,1,Reentrancy
dai,6,Reentrancy
dateEnds,2,Reentrancy
deadline,1,Reentrancy
decimals,1,Reentrancy
decimalsForCalc = 10 ** uint256(token.decimals()),3,Reentrancy
delay,1,Reentrancy
delete locks[_id],1,Reentrancy
dep_token,17,Reentrancy
"dep_token[msg.sender][token] = safeAdd(dep_token[msg.sender][token],tokens)",5,Reentrancy
"dep_token[msg.sender][token] = safeSub(dep_token[msg.sender][token],tokens)",4,Reentrancy
"dep_token[to][token] = safeSub(dep_token[to][token],tokens)",3,Reentrancy
dep_token[to][token] >= tokens,3,Reentrancy
dest,14,Reentrancy
destination,8,Reentrancy
destination = controller.destination(),2,Reentrancy
dests,2,Reentrancy
dgt,1,Reentrancy
"dgt.transfer(msg.sender,1)",1,Reentrancy
diceContract,4,Reentrancy
diceContract.buy.value(address(this).balance)(0x0),2,Reentrancy
diceContract.exit(),2,Reentrancy
didYouWin,2,Reentrancy
didYouWin = false,1,Reentrancy
divRate,2,Reentrancy
dropNumber,2,Reentrancy
empty,2,Reentrancy
endDate,1,Reentrancy
endTime,3,Reentrancy
end_time = lockTime,2,Reentrancy
ens,3,Reentrancy
entitled,1,Reentrancy
entitled = allocations[msg.sender],1,Reentrancy
erc20Token,1,Reentrancy
"erc_deposit(msg.sender,tokenContract,owner,tokens)",1,Reentrancy
escrows,3,Reentrancy
eth_balance,2,Reentrancy
expiry,2,Reentrancy
exponent,1,Reentrancy
false,2,Reentrancy
farmer,2,Reentrancy
fee,5,Reentrancy
fee = _fee,2,Reentrancy
fee = msg.value * 10 / 100,1,Reentrancy
feeDAI,1,Reentrancy
feePercent = _feePercent,1,Reentrancy
feeWithdrawal,3,Reentrancy
fifty_two_weeks,196,Reentrancy
finalized,64,Reentrancy
firstTimer = _firstTimer,2,Reentrancy
flag,1,Reentrancy
flag[msg.sender] = true,1,Reentrancy
from,5,Reentrancy
fromContractAddr,1,Reentrancy
fuck,1,Reentrancy
fuck.giveBlockReward(),1,Reentrancy
fundsContract,2,Reentrancy
fundsContract.buy.value(address(this).balance)(0x0),1,Reentrancy
fundsContract.exit(),1,Reentrancy
gas,2,Reentrancy
gas = transfer_gas,11,Reentrancy
gasBudget,2,Reentrancy
gasBudget > 0,1,Reentrancy
gasToForward,3,Reentrancy
gasToForward += 388,1,Reentrancy
gasToForward -= gasToForward % 8191,1,Reentrancy
gasToForward = 400000 - 200,1,Reentrancy
getStrong(msg.sender),1,Reentrancy
gmbcToken,3,Reentrancy
gmbcTotal,2,Reentrancy
hasTokens(msg.sender),1,Reentrancy
holding,1,Reentrancy
holding = tokenAddress.balanceOf(msg.sender),1,Reentrancy
i ++,11,Reentrancy
i < Airdrop.length,1,Reentrancy
i < _addresses.length,1,Reentrancy
i < _addrs.length,1,Reentrancy
i < _recipients.length,1,Reentrancy
i < _to.length,1,Reentrancy
i < _tos.length,1,Reentrancy
i < addrs.length,2,Reentrancy
i < dests.length,1,Reentrancy
i < number,1,Reentrancy
i < rounds,4,Reentrancy
i < seeds,2,Reentrancy
i < users.length,1,Reentrancy
i = 0,20,Reentrancy
"id = bytes4(keccak256()(transferFrom(address,address,uint256)))",1,Reentrancy
ifrom,1,Reentrancy
ifrom = IFrom(fromContractAddr),1,Reentrancy
inactivityReleasePeriod = expiry,1,Reentrancy
indexReplace,3,Reentrancy
initialized,8,Reentrancy
invested,4,Reentrancy
investors[msg.sender] > 0 && amount > 0,3,Reentrancy
isContract(target),2,Reentrancy
isConvert,1,Reentrancy
isConvert[_tokenId] = true,1,Reentrancy
isLocked,396,Reentrancy
isLocked = true,2,Reentrancy
isOpenToPublic(),2,Reentrancy
isOver,2,Reentrancy
isReleased,1,Reentrancy
isUSDT,4,Reentrancy
issued,2,Reentrancy
issued[benefactor],2,Reentrancy
ito = ITo(toContractAddr),1,Reentrancy
key = _key,3,Reentrancy
kittenContract,3,Reentrancy
kittensRemainingToDrop,4,Reentrancy
kittyGetOrNot[msg.sender] = true,1,Reentrancy
kittyToCount[msg.sender] = kittycount,1,Reentrancy
kittycount,5,Reentrancy
kittycount = 99,1,Reentrancy
kittycount = kittyContract.balanceOf(msg.sender),1,Reentrancy
kittycount > 0 && kittyToCount[msg.sender] == 0,1,Reentrancy
kittycount >= 99,1,Reentrancy
label,2,Reentrancy
lastBlockClaimed,2,Reentrancy
listContract,1,Reentrancy
"listContract.setUserCategory(users[i],category)",1,Reentrancy
listing,5,Reentrancy
listingId,3,Reentrancy
loan,6,Reentrancy
loans,3,Reentrancy
loans.push(loan),1,Reentrancy
lock,12,Reentrancy
lockAmounts[_addr] = 0,1,Reentrancy
lockInfo = locks[_id],1,Reentrancy
lockTime,2,Reentrancy
locked,1,Reentrancy
locks,1,Reentrancy
logMsg,3,Reentrancy
mPerSellData,2,Reentrancy
masterBankroll,2,Reentrancy
maxFee,1,Reentrancy
merge_minterReward,2,Reentrancy
merge_totalReward,2,Reentrancy
mergedToken,4,Reentrancy
minAmount,1,Reentrancy
minerTokenPayouts[msg.sender] += amount,1,Reentrancy
minerTokens[msg.sender] = 0,1,Reentrancy
minterFeePercent = fee,1,Reentrancy
msg.data,1,Reentrancy
msg.sender,95,Reentrancy
msg.sender != address(this),3,Reentrancy
msg.sender != owner && secure && (amount > this.balance / 3),1,Reentrancy
msg.sender != wallet || started,1,Reentrancy
msg.sender == Owner,2,Reentrancy
msg.sender == owner,14,Reentrancy
msg.sender.call.value(balance)(),1,Reentrancy
msg.sender.call.value(balances[msg.sender])(),1,Reentrancy
msg.value,90,Reentrancy
msg.value < 1000000000000000 * MINfinney,1,Reentrancy
msg.value == 0,3,Reentrancy
msg.value > 0,2,Reentrancy
msg.value > 1000000000000000 * MAXfinney,1,Reentrancy
msg.value >= 100000000000000000000,1,Reentrancy
msg.value >= 45000000000000000000,1,Reentrancy
name,4,Reentrancy
newCmd,3,Reentrancy
newCmd_control,3,Reentrancy
newCurator,1,Reentrancy
newDepositary_function,3,Reentrancy
newEtherPrice,2,Reentrancy
newFee,2,Reentrancy
newGameEnd,4,Reentrancy
newGasLimit,1,Reentrancy
newID,3,Reentrancy
newID_control,3,Reentrancy
newOuverture_des_droits,4,Reentrancy
newOwner,113,Reentrancy
newOwner != address(0),14,Reentrancy
newRealisation,4,Reentrancy
newRealisation_effective,4,Reentrancy
newSinistre,4,Reentrancy
newSinistre_effectif,4,Reentrancy
newTokenBankroll,2,Reentrancy
new_owner,1,Reentrancy
node,3,Reentrancy
nonce,4,Reentrancy
nonce = nonce + 1,2,Reentrancy
now,429,Reentrancy
now < unlockDate,1,Reentrancy
now > endTime,1,Reentrancy
num,5,Reentrancy
num_chi,3,Reentrancy
number,1,Reentrancy
onlyAfterUnlockDate(),1,Reentrancy
onlyCEO(),6,Reentrancy
onlyOraclize(),1,Reentrancy
onlyOwner(),99,Reentrancy
onlyRealPeople(),2,Reentrancy
option,4,Reentrancy
ourTokens,2,Reentrancy
owner,32,Reentrancy
owner = _newOwner,2,Reentrancy
owner = _owner,2,Reentrancy
owner = newOwner,58,Reentrancy
owner = new_owner,1,Reentrancy
owner == msg.sender,4,Reentrancy
owner.transfer(msg.value),3,Reentrancy
owner.transfer(this.balance),1,Reentrancy
ownerAddress,1,Reentrancy
ownerAddress = ERC20(0x3EFAe2e152F62F5cc12cc0794b816d22d416a721),1,Reentrancy
p3dContract.buy.value(msg.value)(_referrer),2,Reentrancy
paidPlayers,1,Reentrancy
parachute,1,Reentrancy
payment,8,Reentrancy
pendingOwner = newOwner,2,Reentrancy
perSellId,3,Reentrancy
place,3,Reentrancy
player,2,Reentrancy
playerRolls,3,Reentrancy
playersTickets,10,Reentrancy
ppp,2,Reentrancy
previousWithdrawal,3,Reentrancy
previousWithdrawal = amount,3,Reentrancy
previousWithdrawal == 0,3,Reentrancy
price,26,Reentrancy
price = _newPrice,1,Reentrancy
price = _price,13,Reentrancy
priceInWei,1,Reentrancy
priceOfToken,1,Reentrancy
priceOfToken = priceInWei,1,Reentrancy
price_in_wei,3,Reentrancy
profit,16,Reentrancy
"profit = SafeMath.mul(spin.tokenValue,25)",3,Reentrancy
pubKey,3,Reentrancy
purchases,6,Reentrancy
qty,2,Reentrancy
raffleId,8,Reentrancy
receiver,124,Reentrancy
receiver = ERC223ReceivingContract(_to),2,Reentrancy
recipients,5,Reentrancy
registeredServices,1,Reentrancy
releasable,2,Reentrancy
releaseAgent = addr,1,Reentrancy
releaseTime,5,Reentrancy
releaseTime = _releaseTime,2,Reentrancy
releaseTimeFirst,1,Reentrancy
releaseTimeFirst = _releaseTimeFirst,1,Reentrancy
releaseTimestamps[_addr] = 0,1,Reentrancy
releasedTokens = _amount,1,Reentrancy
remainEther,2,Reentrancy
remaining,2,Reentrancy
replaceA,4,Reentrancy
replaceB,3,Reentrancy
replaceLoan,1,Reentrancy
replaceLoan = loans[indexReplace],1,Reentrancy
require(bool)(! crowdSaleClosed),1,Reentrancy
require(bool)(! crowdSalePause),1,Reentrancy
require(bool)(! halting),2,Reentrancy
require(bool)(! isLocked),198,Reentrancy
require(bool)(! locked),1,Reentrancy
require(bool)(! yaVoto[msg.sender]),1,Reentrancy
"require(bool)(ContractResolver(resolver).init_register_contract(key,CONTRACT_ADDRESS))",3,Reentrancy
"require(bool)(Token(token).transfer(msg.sender,amount))",1,Reentrancy
require(bool)(_amount <= balance),1,Reentrancy
require(bool)(_feePercent <= maxFee),1,Reentrancy
require(bool)(_investors.length == _tokenAmounts.length && _investors.length != 0),1,Reentrancy
require(bool)(_newCEO != address(0)),2,Reentrancy
require(bool)(_newCFO != address(0)),2,Reentrancy
require(bool)(_newCOO != address(0)),2,Reentrancy
require(bool)(_releaseTime > block.timestamp),4,Reentrancy
require(bool)(_releaseTimeFirst > now),1,Reentrancy
require(bool)(_token != address(this)),19,Reentrancy
require(bool)(_tokenAddress != address(0)),1,Reentrancy
require(bool)(_tokenContract == address(token)),1,Reentrancy
require(bool)(_tos.length > 0),1,Reentrancy
"require(bool)(addressOk(dest) && sendable(token,amount))",1,Reentrancy
require(bool)(addressOk(newOwner)),1,Reentrancy
require(bool)(admin.send(this.balance)),1,Reentrancy
require(bool)(amount <= Token(token).balanceOf(this)),1,Reentrancy
require(bool)(amount > 0),4,Reentrancy
require(bool)(balance > 0),2,Reentrancy
require(bool)(beneficiary != 0x0),13,Reentrancy
require(bool)(beneficiary != address(0)),1,Reentrancy
require(bool)(block.number >= lastBlockClaimed + blockDelay),1,Reentrancy
require(bool)(block.timestamp >= releaseTimestamps[_addr]),1,Reentrancy
require(bool)(bytes(pubKey).length <= 64 && bytes(pubKey).length >= 50),1,Reentrancy
require(bool)(candidateContract.isCutieCore()),8,Reentrancy
require(bool)(category == 4),1,Reentrancy
require(bool)(destination.call.gas(gas).value(transfer_amount)()),2,Reentrancy
require(bool)(expiry < 1000000),1,Reentrancy
require(bool)(fee >= 0 && fee <= 100),1,Reentrancy
require(bool)(flag[msg.sender] == false),1,Reentrancy
require(bool)(gasleft()() > 400000),1,Reentrancy
require(bool)(ifrom.ownerOf(_tokenId) == msg.sender),1,Reentrancy
require(bool)(indexReplace < loans.length),1,Reentrancy
require(bool)(isConvert[_tokenId] == false),1,Reentrancy
require(bool)(kittyGetOrNot[msg.sender] == false),1,Reentrancy
require(bool)(loan.status() == loan.STATUS_INITIAL()),3,Reentrancy
require(bool)(lock.paid),2,Reentrancy
require(bool)(lockInfo.amount > 0),1,Reentrancy
"require(bool)(lockInfo.token.transfer(lockInfo.beneficiary,lockInfo.amount))",1,Reentrancy
require(bool)(lockInfo.unlockTime <= block.timestamp),1,Reentrancy
require(bool)(locked[msg.sender] > 1000000000000000),1,Reentrancy
require(bool)(msg.sender != address(0x0)),2,Reentrancy
require(bool)(msg.sender != address(this)),2,Reentrancy
require(bool)(msg.sender == admin),2,Reentrancy
require(bool)(msg.sender == owner),4,Reentrancy
require(bool)(msg.sender == parachute),1,Reentrancy
require(bool)(msg.sender.send(amount)),1,Reentrancy
require(bool)(msg.value != 0),2,Reentrancy
require(bool)(msg.value > 0),7,Reentrancy
require(bool)(msg.value >= 10000000000000000),1,Reentrancy
require(bool)(newOwner != address(0)),35,Reentrancy
require(bool)(now < deadline),1,Reentrancy
require(bool)(now < endDate),1,Reentrancy
require(bool)(now > startDate),1,Reentrancy
require(bool)(now >= releaseTime),1,Reentrancy
require(bool)(now >= start.add(DURATION)),1,Reentrancy
require(bool)(option < 3),1,Reentrancy
require(bool)(owners[msg.sender] || msg.sender == _addr),1,Reentrancy
require(bool)(participants[msg.sender] < dropNumber && kittensRemainingToDrop > basicReward),1,Reentrancy
require(bool)(receiver.call.gas(gasBudget).value(balance)()),1,Reentrancy
require(bool)(receiver.send(balance)),1,Reentrancy
require(bool)(registeredServices[msg.sender] == true),1,Reentrancy
"require(bool)(simpleToken.transfer(_to,_value))",1,Reentrancy
require(bool)(this.balance >= totalPresale),1,Reentrancy
"require(bool)(token.transferFrom(_sender,address(this),_value))",1,Reentrancy
"require(bool)(token.transferFrom(from,to,value))",1,Reentrancy
require(bool)(tokenBalance() > 0),198,Reentrancy
require(bool)(tokenSold < 138216001),1,Reentrancy
require(bool)(validPurchase()),13,Reentrancy
require(bool)(votingAllowed),1,Reentrancy
"require(bool,string)(_newOwner != owner,Cannot transfer to yourself)",2,Reentrancy
"require(bool,string)(balance >= minAmount,Price too bad)",1,Reentrancy
"require(bool,string)(msg.value == 0,This contract does not accept ether)",1,Reentrancy
"require(bool,string)(strongHands[msg.sender] == address(0),you already became a Stronghand)",2,Reentrancy
"require(bool,string)(token.call.value(msg.value)(),sell failed)",1,Reentrancy
resolver,2,Reentrancy
resolver = _resolver,3,Reentrancy
result,56,Reentrancy
revert()(),3,Reentrancy
reward,2,Reentrancy
rightNow,4,Reentrancy
roll,15,Reentrancy
rollUnder,4,Reentrancy
rootNode,2,Reentrancy
roundAddress,2,Reentrancy
roundAddress = address(currentRound),1,Reentrancy
rounds,4,Reentrancy
s2s = saiTap.s2s(),1,Reentrancy
safeAddress,6,Reentrancy
safeAssert(a == b * c + a % b),9,Reentrancy
safeAssert(b > 0),9,Reentrancy
safeGas = newGasLimit,1,Reentrancy
saiTap,3,Reentrancy
secure,1,Reentrancy
seeds,2,Reentrancy
selfdestruct(address)(msg.sender),1,Reentrancy
sender,6,Reentrancy
senderBalance,2,Reentrancy
senderBalance = token.balanceOf(msg.sender),1,Reentrancy
sendtoken,4,Reentrancy
sendtoken = (msg.value) / cost1token,3,Reentrancy
sendtoken = sendtoken * 2,1,Reentrancy
sendtoken = sendtoken * 3,1,Reentrancy
sendtoken = sendtoken * 5 / 4,1,Reentrancy
serviceDeployCount,1,Reentrancy
sharesTokenAddress,2,Reentrancy
"sharesTokenAddress.transfer(owner,sharesTokenAddress.balanceOf(this))",1,Reentrancy
simpleToken,1,Reentrancy
size,4,Reentrancy
soil,2,Reentrancy
spin,116,Reentrancy
start,1,Reentrancy
startDate,1,Reentrancy
startGame,2,Reentrancy
startGame = false,1,Reentrancy
startTime,4,Reentrancy
startTime = now + delay * 60,1,Reentrancy
startTimestamp,3,Reentrancy
start_time,196,Reentrancy
start_time = now,198,Reentrancy
started,1,Reentrancy
strongHands,4,Reentrancy
"strongHands[msg.sender] = (new StrongHand).value(msg.value)(msg.sender,_referrer)",1,Reentrancy
"strongHands[msg.sender] = new StrongHand(msg.sender,_referrer)",1,Reentrancy
subModule,3,Reentrancy
subModule.attachToken(this),1,Reentrancy
success,20,Reentrancy
success = false,2,Reentrancy
tInstance,2,Reentrancy
"tInstance.transfer(msg.sender,amount)",1,Reentrancy
"tInstance.transferFrom(msg.sender,xdest,amount)",1,Reentrancy
target,85,Reentrancy
target.call.gas(gasToForward)(msg.data),1,Reentrancy
target.call.value(amount)(),3,Reentrancy
tc,1,Reentrancy
tc = Token(tokenContract),1,Reentrancy
"tc.transfer(owner,tc.balanceOf(this))",1,Reentrancy
teamCup,7,Reentrancy
teamCupAmount,6,Reentrancy
this,99,Reentrancy
this.balance == 0,1,Reentrancy
"this.loggedTransfer(amount,,msg.sender,owner)",3,Reentrancy
ticketsBoughtByPlayer,4,Reentrancy
time,57,Reentrancy
time = now,1,Reentrancy
toContractAddr,1,Reentrancy
toTake,6,Reentrancy
token,137,Reentrancy
token = AbstractToken(_token),19,Reentrancy
token = ERC20(0x80E7a4d750aDe616Da896C49049B7EdE9e04C191),1,Reentrancy
token = ERC20(_token),1,Reentrancy
token = ERC20BasicInterface(_tokenAddress),1,Reentrancy
token = ForeignToken(_tokenAddress),1,Reentrancy
token = HelpMeTokenInterface(helpMeTokenPart1),4,Reentrancy
token = Token(_token),2,Reentrancy
token = _token,4,Reentrancy
token == address(0),3,Reentrancy
"token.approve(dest,value)",9,Reentrancy
token.burn(_value),1,Reentrancy
"token.call(bytes4(sha3()(transfer(address,uint256))),to,amount)",2,Reentrancy
token.owner().transfer(msg.value),4,Reentrancy
token.thankYou(msg.sender),4,Reentrancy
"token.transfer(Airdrop[i],amount * 10 ** 18)",1,Reentrancy
"token.transfer(_addr,amount)",1,Reentrancy
"token.transfer(_addresses[i],amount)",1,Reentrancy
"token.transfer(_recipients[i],amountEach)",1,Reentrancy
"token.transfer(_refund,_value)",19,Reentrancy
"token.transfer(msg.sender,balance)",1,Reentrancy
"token.transfer(owner,balance)",1,Reentrancy
"token.transferFrom(msg.sender,_to[i],_amount)",1,Reentrancy
"token.transferFrom(ownerAddress,dests[i],AIRDROP_AMOUNT)",1,Reentrancy
tokenAddress,5,Reentrancy
tokenAmount,123,Reentrancy
"tokenAmount = DUTCH_EXCHANGE.postBuyOrder(token,WETH,auctionIndex,msg.value)",1,Reentrancy
tokenBalanceOfContract,9,Reentrancy
"tokenBalance[msg.sender] = SafeMath.add(tokenBalance[msg.sender],tokens)",1,Reentrancy
tokenContract,9,Reentrancy
tokenContract.buyTokens.value(this.balance)(),1,Reentrancy
"tokenContract.transfer(msg.sender,amount)",1,Reentrancy
tokenContractAddress,2,Reentrancy
tokenExchangeRate = tokenContract.getCurrentPrice(this),1,Reentrancy
tokenFree = sharesTokenAddress.balanceOf(this),1,Reentrancy
tokenReward,2,Reentrancy
"tokenReward.transfer(_addrs[i],20 * 10 ** 8)",1,Reentrancy
"tokenReward.transfer(msg.sender,amount * TokensPerETH)",2,Reentrancy
tokenSold,5,Reentrancy
token_amount,396,Reentrancy
tokens,87,Reentrancy
tokens = ((weiAmount * (10 ** 18)) / weiPerToken),1,Reentrancy
tokens = (msg.value * (10 ** decimals)) / priceOfToken,1,Reentrancy
tokens = (weiAmount) * price,11,Reentrancy
"tokens = SafeMath.div(amount * 1e18,currentPrice)",1,Reentrancy
tokens = _getTokenAmount(weiAmount),1,Reentrancy
tokensInPlay,8,Reentrancy
tokensIssued,19,Reentrancy
tokensIssued = basicReward,1,Reentrancy
tokensPurchased = true,1,Reentrancy
tokensSold,22,Reentrancy
tokensToWinner,2,Reentrancy
tokensTransferred,4,Reentrancy
tokensTransferred = getTokensPaidToGame(msg.sender),1,Reentrancy
tokensTransferred > paidPlayers[msg.sender],1,Reentrancy
totalBountyAmount -= balance,1,Reentrancy
totalContribution,2,Reentrancy
totalContribution += msg.value,3,Reentrancy
totalPresale,1,Reentrancy
totalSupply,4,Reentrancy
totalSupply = _totalSupply,2,Reentrancy
totalTokenSupply -= amount,1,Reentrancy
"transferETHFromContract(msg.sender,amount_get_minus_commission_)",1,Reentrancy
"transferTokensThroughProxyToContract(msg.sender,this,_amount_give)",1,Reentrancy
transfer_gas,11,Reentrancy
true,6,Reentrancy
unitCost,3,Reentrancy
units,4,Reentrancy
unlockDate,1,Reentrancy
unlocked,2,Reentrancy
unlocked = balance.div(2),1,Reentrancy
usdt,6,Reentrancy
"usdt.transferFrom(msg.sender,this,_amountInDollars * (10 ** 6))",2,Reentrancy
user,3,Reentrancy
users,2,Reentrancy
val,1,Reentrancy
value,15,Reentrancy
value[0],1,Reentrancy
votingAllowed,1,Reentrancy
w,2,Reentrancy
w.withdrawTo(addrs[i]),2,Reentrancy
wad = _wad,1,Reentrancy
wallet,1,Reentrancy
wallet.balance < amt || amt == 0,1,Reentrancy
"wallet.execute(_to,amt,)",1,Reentrancy
weiAmount,128,Reentrancy
weiAmount < 10 ** 16,1,Reentrancy
weiAmount = msg.value,14,Reentrancy
weiAmount > 50 * 10 ** 18,1,Reentrancy
weiPerToken,1,Reentrancy
weiPerToken = _weiPerToken,1,Reentrancy
weiRaised,16,Reentrancy
winner,4,Reentrancy
winningNumber,2,Reentrancy
withdrawalAddress,2,Reentrancy
withdrawalAmount,2,Reentrancy
withdrawalsInitiated,1,Reentrancy
withdrawalsInitiated = true,1,Reentrancy
xdest,2,Reentrancy
yaVoto,1,Reentrancy
yaVoto[msg.sender] = true,1,Reentrancy
! (holders[msg.sender].withdrawTime > 0),1,Timestamp dependence
! Locked,1,Timestamp dependence
((now < (startTime + 2419200)) && ! tokenReleased),1,Timestamp dependence
(1000 * (block.timestamp - lastSave)) / 100,1,Timestamp dependence
1,1,Timestamp dependence
Bids,6,Timestamp dependence
Bids[msg.sender] += msg.value,1,Timestamp dependence
Bids[msg.sender] = 0,2,Timestamp dependence
Bids[msg.sender] > MaxOffer,1,Timestamp dependence
Date > 0 && Date <= now,1,Timestamp dependence
ESSgenesis,2,Timestamp dependence
EXCHANGE_RATE,2,Timestamp dependence
EndTime,3,Timestamp dependence
FEE,1,Timestamp dependence
FWDaddrETH,2,Timestamp dependence
"FundTransfer(msg.sender,SenderAmount * EXCHANGE_RATE,true)",1,Timestamp dependence
INDI,1,Timestamp dependence
Lambo(this.balance),1,Timestamp dependence
Locked,1,Timestamp dependence
LogSetAuthority(authority),3,Timestamp dependence
LogSetOwner(owner),3,Timestamp dependence
MaxOffer,2,Timestamp dependence
"Mint(newTokenHolder,issueAmount)",1,Timestamp dependence
Owner,1,Timestamp dependence
PartnerAccount,21,Timestamp dependence
"Party(msg.sender,value)",2,Timestamp dependence
RELEASE_TIME,2,Timestamp dependence
ReturnValue,6,Timestamp dependence
ReturnValue.Error,4,Timestamp dependence
SafeERC20,6,Timestamp dependence
SafeMath,430,Timestamp dependence
SenderAmount,4,Timestamp dependence
SenderAmount = msg.value,1,Timestamp dependence
Stages,10,Timestamp dependence
StartCrowdsale,1,Timestamp dependence
State,12,Timestamp dependence
"Transfer(msg.sender,_to,_value)",3,Timestamp dependence
VOTING_END_TIME,9,Timestamp dependence
"Withdrew(msg.sender,this.balance)",1,Timestamp dependence
_amount,16,Timestamp dependence
_attendee,3,Timestamp dependence
_balances,7,Timestamp dependence
_beneficiary,6,Timestamp dependence
_cap,6,Timestamp dependence
_category = new bytes32[](_gameIds.length),2,Timestamp dependence
_correctInterval = now >= unlockDate && now.sub(unlockDate) > currentInterval.mul(intervalDuration),1,Timestamp dependence
_creator,8,Timestamp dependence
_endDate,8,Timestamp dependence
_endTime,6,Timestamp dependence
_from,5,Timestamp dependence
_fundsDeposited,2,Timestamp dependence
_hasOddsApi = new bool[](_gameIds.length),2,Timestamp dependence
_index,3,Timestamp dependence
_isLocked,2,Timestamp dependence
_isValid,2,Timestamp dependence
_kittyId,10,Timestamp dependence
_numTokens,2,Timestamp dependence
_price,1,Timestamp dependence
_price_1,1,Timestamp dependence
_price_2,1,Timestamp dependence
_raceId,16,Timestamp dependence
_rate,4,Timestamp dependence
_releaseTime,6,Timestamp dependence
_shouldProcessRewards,2,Timestamp dependence
_spender,4,Timestamp dependence
_startDate,10,Timestamp dependence
_startTime,8,Timestamp dependence
_subcategory = new bytes32[](_gameIds.length),2,Timestamp dependence
_team,12,Timestamp dependence
_tempAddress = crrct_prtcpnts[index],1,Timestamp dependence
_tickets,5,Timestamp dependence
_to,14,Timestamp dependence
_token,10,Timestamp dependence
"_token.transfer(_beneficiary,unreleased)",4,Timestamp dependence
_tokenContract,5,Timestamp dependence
_totalSupply += issueAmount,1,Timestamp dependence
"_transfer(msg.sender,_to,_value)",2,Timestamp dependence
_value,25,Timestamp dependence
_wallet,6,Timestamp dependence
_withdrawTime,2,Timestamp dependence
addSupply,4,Timestamp dependence
addSupply = maximumSupply - totalSupply,1,Timestamp dependence
affiliate = newAffiliate,1,Timestamp dependence
allocations,1,Timestamp dependence
allocations[msg.sender] = 0,1,Timestamp dependence
allowed[msg.sender][_spender] = _value,3,Timestamp dependence
alreadyTransfered,15,Timestamp dependence
amount,133,Timestamp dependence
amount *= price * 100,5,Timestamp dependence
amount <= max && max > 0,2,Timestamp dependence
amount = amount + SenderAmount,1,Timestamp dependence
amount = msg.value,5,Timestamp dependence
amount = msg.value * 10000,3,Timestamp dependence
amount = msg.value * 2500,1,Timestamp dependence
amount = token.balanceOf(this),2,Timestamp dependence
amount10,12,Timestamp dependence
amount20 = amount / 20,2,Timestamp dependence
amountOfWei,3,Timestamp dependence
amountRaised,13,Timestamp dependence
amountRaised += amount,4,Timestamp dependence
amountRaised += msg.value,1,Timestamp dependence
angelExchangeRate,1,Timestamp dependence
angelTime,2,Timestamp dependence
assert(bool)(new_owner != address(0x0)),1,Timestamp dependence
assert(bool)(new_owner != address(this)),1,Timestamp dependence
"assert(bool)(token.transferFrom(from,to,value))",1,Timestamp dependence
auctionEnd,2,Timestamp dependence
auth(),8,Timestamp dependence
authority = authority_,3,Timestamp dependence
authority_,3,Timestamp dependence
balance,8,Timestamp dependence
balance = token.balanceOf(this),2,Timestamp dependence
balanceOf,6,Timestamp dependence
balanceOf[msg.sender] += SenderAmount,1,Timestamp dependence
balanceOf[msg.sender] += amount,2,Timestamp dependence
balanceOf[msg.sender] += msg.value,1,Timestamp dependence
balances,23,Timestamp dependence
balances[_to] = balances[_to].add(_value),2,Timestamp dependence
balances[msg.sender] -= _value,3,Timestamp dependence
balances[msg.sender] >= _value && _value > 0,3,Timestamp dependence
balances[newTokenHolder] += issueAmount,1,Timestamp dependence
balances[tprFundDeposit] = tprFund,1,Timestamp dependence
balances[user] = 0,6,Timestamp dependence
baseExchangeRate,4,Timestamp dependence
beneficiary,754,Timestamp dependence
beneficiary = 0xDbe120fD820a0A4cc9E715f0cbD47d94f5c23638,1,Timestamp dependence
beneficiary = _beneficiary,1,Timestamp dependence
betAmount,4,Timestamp dependence
bidIncrement,2,Timestamp dependence
bids ++,1,Timestamp dependence
block.number,8,Timestamp dependence
block.timestamp,41,Timestamp dependence
blockHash,4,Timestamp dependence
blockHeight,4,Timestamp dependence
bought_tokens,13,Timestamp dependence
btcRelay,4,Timestamp dependence
calcPeriod,4,Timestamp dependence
cap,9,Timestamp dependence
claimed_bounty,6,Timestamp dependence
company_token,6,Timestamp dependence
"company_token.transfer(PartnerAccount,1)",1,Timestamp dependence
contract_eth_value,14,Timestamp dependence
contract_finish,1,Timestamp dependence
contract_start,1,Timestamp dependence
contract_token_balance,6,Timestamp dependence
cost1token,1,Timestamp dependence
cost1token = 19500000000000,1,Timestamp dependence
